,age,job,marital,education,default,housing_loan,personal_loan,last_contact_month,day_of_week,num_contact_compaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,term_deposit
224,52,blue-collar,divorced,N/A,no,no,no,jul,tue,8,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
225,38,technician,single,professional.course,no,yes,no,may,mon,3,0,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
226,59,retired,married,basic.4y,no,no,no,apr,tue,4,0,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
227,31,blue-collar,married,basic.4y,no,yes,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
229,44,admin.,single,basic.9y,no,yes,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
230,30,blue-collar,married,N/A,no,no,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
231,32,services,married,high.school,no,no,no,jun,fri,1,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
232,41,unemployed,married,N/A,no,no,no,jun,fri,3,0,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
233,33,admin.,single,university.degree,no,yes,no,aug,thu,4,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
234,59,retired,married,basic.4y,no,yes,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
235,28,blue-collar,married,basic.9y,no,yes,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
236,33,blue-collar,single,basic.6y,no,yes,no,may,fri,2,0,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
237,53,services,married,high.school,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
238,41,services,married,high.school,no,no,no,mar,wed,6,0,0,nonexistent,-1.8,92.843,-50.0,1.778,5099.1,yes
239,55,admin.,married,basic.4y,no,no,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
240,45,blue-collar,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
241,35,technician,married,professional.course,no,no,no,jul,thu,4,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
242,31,services,married,high.school,no,no,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
243,53,management,married,university.degree,no,no,no,aug,mon,4,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
244,35,technician,single,professional.course,no,yes,no,may,thu,1,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
245,45,blue-collar,divorced,basic.6y,no,yes,no,may,thu,1,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
246,34,housemaid,single,university.degree,no,no,no,jun,thu,2,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
247,42,admin.,married,basic.9y,no,no,no,apr,mon,3,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
248,36,self-employed,married,basic.9y,no,yes,yes,nov,thu,3,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
249,44,admin.,married,high.school,no,no,no,may,wed,3,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
250,50,admin.,divorced,university.degree,no,yes,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
251,36,admin.,married,university.degree,no,yes,no,sep,fri,1,0,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,no
252,27,technician,married,professional.course,no,no,no,jul,thu,9,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
253,40,management,married,N/A,no,no,no,may,fri,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
254,25,technician,single,university.degree,no,yes,yes,jun,mon,6,0,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
255,29,management,married,university.degree,no,yes,yes,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
257,57,blue-collar,married,N/A,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
258,30,admin.,single,high.school,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
259,37,self-employed,married,university.degree,no,yes,yes,aug,wed,2,0,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
260,57,technician,married,basic.9y,no,no,no,jul,tue,1,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
261,32,technician,married,professional.course,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
262,54,admin.,married,professional.course,no,no,no,nov,tue,2,10,1,success,-1.1,94.767,-50.8,1.035,4963.6,yes
263,58,blue-collar,married,basic.9y,no,yes,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,yes
264,29,admin.,single,university.degree,no,yes,no,aug,tue,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
265,60,services,married,high.school,no,no,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
266,27,unemployed,single,university.degree,no,no,no,jun,wed,2,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
267,30,unemployed,married,high.school,no,yes,no,jul,tue,3,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
268,42,blue-collar,married,basic.4y,no,no,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
269,48,housemaid,married,high.school,no,no,no,jun,tue,1,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
270,35,admin.,single,university.degree,no,no,no,aug,mon,2,0,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
271,46,blue-collar,married,basic.6y,no,yes,yes,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
272,57,retired,married,basic.4y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
273,30,services,married,high.school,no,no,no,jun,mon,3,0,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
274,28,technician,single,high.school,no,yes,yes,apr,thu,4,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
275,34,services,married,high.school,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
276,42,blue-collar,married,basic.4y,no,no,no,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
277,30,admin.,single,university.degree,no,yes,no,nov,tue,1,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
278,27,student,single,basic.9y,no,yes,no,aug,wed,1,0,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,no
279,23,entrepreneur,married,university.degree,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
280,43,blue-collar,married,basic.4y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
281,59,management,married,basic.4y,no,yes,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
282,31,self-employed,single,university.degree,no,no,no,aug,mon,1,0,2,failure,-1.7,94.027,-38.3,0.898,4991.6,no
283,43,self-employed,married,basic.9y,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
284,52,technician,married,high.school,no,yes,no,may,mon,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
285,26,housemaid,single,high.school,no,yes,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
286,24,blue-collar,married,basic.9y,no,yes,yes,may,fri,6,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
287,35,blue-collar,single,basic.6y,no,no,no,nov,thu,1,0,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
288,59,technician,married,professional.course,no,no,no,jun,thu,4,0,1,failure,-1.7,94.055,-39.8,0.742,4991.6,yes
289,28,blue-collar,married,basic.6y,no,no,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
290,37,blue-collar,single,basic.9y,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
291,46,admin.,married,professional.course,no,no,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
292,26,technician,single,university.degree,no,yes,no,jul,fri,3,6,2,success,-1.7,94.215,-40.3,0.861,4991.6,yes
293,40,management,married,university.degree,no,yes,no,aug,thu,6,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
294,56,blue-collar,married,basic.4y,no,yes,no,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
295,40,management,married,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
296,29,admin.,single,university.degree,no,yes,yes,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
297,28,blue-collar,single,basic.9y,no,yes,no,may,thu,1,0,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
298,48,technician,single,N/A,no,no,no,may,thu,7,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
299,28,unemployed,single,university.degree,no,yes,no,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
300,33,technician,married,professional.course,no,no,no,may,thu,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
301,56,entrepreneur,married,university.degree,no,yes,yes,jun,thu,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
302,57,retired,married,basic.9y,no,no,no,aug,tue,4,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
303,24,admin.,single,high.school,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
304,39,self-employed,married,university.degree,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
305,40,blue-collar,married,N/A,no,yes,yes,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
306,54,blue-collar,divorced,N/A,no,yes,no,jun,thu,3,0,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
307,25,admin.,single,university.degree,no,no,no,jun,wed,2,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
308,36,blue-collar,married,basic.9y,no,no,no,may,wed,3,0,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
309,48,admin.,married,university.degree,no,yes,no,nov,wed,1,0,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
310,32,admin.,single,university.degree,no,yes,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
311,48,admin.,married,university.degree,no,yes,yes,jul,fri,2,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
312,30,technician,married,university.degree,no,yes,no,may,wed,3,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
313,41,admin.,divorced,high.school,no,no,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
314,54,retired,divorced,basic.4y,no,yes,no,jul,tue,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
315,29,admin.,single,university.degree,no,yes,no,mar,mon,1,0,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,yes
316,28,blue-collar,single,high.school,no,yes,no,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
317,30,admin.,married,university.degree,no,no,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
318,54,admin.,married,university.degree,no,yes,no,may,thu,3,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
319,33,entrepreneur,married,basic.9y,no,no,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
320,38,blue-collar,married,basic.9y,no,no,no,may,wed,1,11,1,success,-1.8,92.893,-46.2,1.281,5099.1,no
321,46,housemaid,divorced,basic.6y,no,yes,no,jun,tue,8,0,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
322,38,admin.,divorced,university.degree,no,no,no,jun,fri,3,0,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
323,38,services,married,high.school,no,no,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
324,33,blue-collar,married,high.school,no,yes,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
325,25,admin.,married,university.degree,no,no,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
326,29,admin.,single,university.degree,no,yes,no,may,fri,10,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
327,60,technician,married,professional.course,no,no,no,jul,tue,15,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
328,57,services,married,high.school,no,yes,no,may,mon,2,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
329,36,admin.,single,university.degree,no,no,no,aug,wed,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
330,54,admin.,married,university.degree,no,no,no,jul,thu,5,0,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
331,25,self-employed,single,university.degree,no,no,no,may,tue,3,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
332,41,entrepreneur,married,university.degree,no,no,no,may,wed,4,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
333,54,management,married,university.degree,no,yes,no,apr,tue,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
334,39,blue-collar,divorced,basic.6y,no,no,no,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
335,55,entrepreneur,divorced,university.degree,no,no,no,may,fri,1,0,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
336,40,admin.,married,high.school,no,no,no,may,mon,3,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
337,43,unemployed,married,university.degree,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
339,43,technician,divorced,professional.course,no,yes,no,may,mon,1,0,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
340,34,admin.,married,high.school,no,yes,no,jun,wed,1,6,2,success,-1.7,94.055,-39.8,0.704,4991.6,yes
341,42,technician,married,high.school,no,yes,no,aug,tue,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
342,30,services,married,basic.6y,no,no,no,nov,tue,2,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
343,24,services,single,basic.9y,no,no,yes,jun,mon,2,0,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
344,51,admin.,married,N/A,no,yes,no,aug,fri,5,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
345,42,blue-collar,married,basic.9y,no,no,no,may,tue,5,10,1,success,-1.8,92.893,-46.2,1.344,5099.1,no
346,51,self-employed,married,basic.4y,no,no,yes,may,wed,7,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
347,38,blue-collar,married,high.school,no,no,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
348,45,blue-collar,married,basic.4y,no,yes,yes,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
349,51,admin.,divorced,university.degree,no,no,no,aug,fri,1,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
350,44,admin.,married,university.degree,no,no,no,may,fri,6,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
351,52,technician,married,basic.9y,no,yes,no,nov,fri,1,0,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
352,49,admin.,married,university.degree,no,yes,no,may,mon,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
353,49,technician,married,professional.course,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
354,52,admin.,married,basic.6y,no,no,no,may,fri,4,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
355,32,entrepreneur,married,university.degree,no,no,no,nov,thu,4,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
356,27,services,married,high.school,no,no,no,jul,thu,3,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
357,44,admin.,divorced,high.school,no,yes,no,may,tue,8,0,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
358,33,admin.,single,university.degree,no,no,no,may,wed,7,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
359,30,services,married,basic.9y,no,no,no,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
360,32,admin.,single,university.degree,no,yes,no,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
361,36,blue-collar,married,professional.course,no,yes,yes,jun,tue,3,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
362,49,unemployed,married,high.school,no,yes,no,jul,wed,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
363,48,services,single,basic.4y,no,yes,yes,may,thu,2,0,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
364,48,technician,married,professional.course,no,yes,no,aug,fri,8,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
365,42,blue-collar,married,basic.4y,no,no,no,may,wed,2,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
366,28,admin.,married,high.school,no,yes,no,may,wed,3,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
367,52,management,married,university.degree,no,yes,yes,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
368,23,management,single,university.degree,no,yes,no,jul,tue,2,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
369,36,blue-collar,married,basic.6y,no,yes,no,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
370,43,admin.,divorced,university.degree,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
371,31,services,divorced,high.school,no,yes,no,may,thu,1,0,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
372,49,unemployed,married,basic.4y,no,yes,no,aug,wed,2,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
373,36,blue-collar,married,basic.9y,no,yes,no,jul,mon,3,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
374,47,management,divorced,basic.4y,no,no,no,may,fri,2,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
376,46,entrepreneur,married,professional.course,no,no,no,jun,mon,1,0,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
377,54,blue-collar,married,basic.9y,no,yes,no,aug,tue,3,0,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
378,35,admin.,married,university.degree,no,no,no,may,thu,3,0,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
379,37,admin.,divorced,high.school,no,no,no,may,thu,10,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
380,44,blue-collar,married,basic.9y,no,yes,no,jun,mon,1,0,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
381,30,unemployed,married,high.school,no,no,no,may,mon,1,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes
382,33,admin.,single,high.school,no,yes,no,jul,tue,5,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
383,57,services,divorced,N/A,no,no,no,may,fri,3,0,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
384,39,admin.,single,N/A,no,no,yes,may,fri,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
385,43,unemployed,married,basic.4y,no,no,no,may,wed,2,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
387,29,technician,single,university.degree,no,no,no,may,mon,2,0,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
388,35,admin.,divorced,high.school,no,yes,yes,may,mon,2,0,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
389,47,admin.,married,high.school,no,no,no,may,wed,2,0,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
390,37,management,married,university.degree,no,yes,no,nov,thu,1,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
391,35,technician,single,university.degree,no,no,no,apr,mon,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
392,37,self-employed,married,basic.9y,no,yes,yes,jul,thu,1,0,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
393,36,technician,married,high.school,no,yes,no,aug,wed,2,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
394,50,admin.,married,basic.9y,no,no,no,aug,thu,1,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
395,30,admin.,single,university.degree,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
396,33,blue-collar,married,basic.9y,no,yes,no,jul,tue,1,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
397,37,admin.,single,high.school,no,no,yes,jul,tue,6,0,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
398,45,self-employed,divorced,university.degree,no,no,yes,may,fri,1,0,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
399,30,admin.,single,university.degree,no,no,no,nov,fri,2,0,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
400,51,management,divorced,university.degree,no,no,no,may,wed,2,0,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
401,49,self-employed,single,basic.9y,no,no,no,may,mon,10,0,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
402,31,technician,single,university.degree,no,yes,no,aug,thu,5,0,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
403,40,admin.,single,university.degree,no,yes,no,jul,fri,1,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
404,41,technician,married,professional.course,no,no,yes,aug,thu,2,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
405,58,retired,married,basic.4y,no,yes,no,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no
406,49,blue-collar,married,basic.4y,no,yes,no,may,thu,1,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
407,39,technician,divorced,professional.course,no,yes,no,may,fri,1,0,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
408,48,technician,married,basic.6y,no,no,yes,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
409,50,entrepreneur,married,basic.4y,no,no,no,jul,thu,2,0,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
410,54,blue-collar,married,N/A,no,yes,no,aug,wed,3,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
411,38,blue-collar,married,N/A,no,no,yes,may,wed,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
412,51,blue-collar,married,basic.4y,no,no,no,aug,tue,2,0,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
413,36,admin.,single,university.degree,no,no,no,may,wed,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
414,35,blue-collar,married,basic.6y,no,yes,no,nov,tue,2,0,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
415,44,admin.,married,high.school,no,no,no,aug,mon,1,0,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
416,43,blue-collar,married,basic.4y,no,no,yes,may,wed,1,0,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
417,30,technician,single,university.degree,no,no,no,aug,thu,7,0,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
418,41,technician,divorced,basic.4y,no,yes,no,may,tue,1,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
419,27,management,single,university.degree,no,yes,no,may,tue,2,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
420,45,blue-collar,married,high.school,no,yes,yes,nov,mon,2,5,3,success,-1.1,94.767,-50.8,1.05,4963.6,yes
421,26,admin.,single,high.school,no,yes,no,may,fri,3,0,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
423,24,student,single,high.school,no,no,no,jul,wed,1,0,1,failure,-2.9,92.469,-33.6,1.029,5076.2,no
424,46,management,married,university.degree,no,yes,no,nov,thu,6,0,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
425,61,blue-collar,married,basic.6y,no,yes,yes,may,fri,1,3,2,success,-1.8,93.876,-40.0,0.695,5008.7,yes
426,50,admin.,divorced,basic.9y,no,no,no,may,fri,4,0,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
427,49,technician,married,professional.course,no,yes,no,may,tue,9,0,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
428,55,admin.,married,basic.4y,no,yes,no,apr,fri,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
429,54,blue-collar,married,basic.4y,no,yes,no,aug,thu,2,0,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
430,40,blue-collar,divorced,basic.9y,no,yes,no,jul,wed,3,0,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
431,58,blue-collar,married,basic.4y,no,yes,yes,may,wed,1,0,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
